number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
802, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 5, 0, 7]","['면', '폴리에스터']", 면_100%|폴리에스터_100%,캐주얼상의,2,2,스웨트셔츠,"[['#00b89f', 0.92091435], ['#0a6f69', 0.033105623], ['#255958', 0.0131371515], ['#bab696', 0.019705728], ['#d01c1f', 0.0131371515]]",['그래픽'],['면'],['null'],8,0,8,0,2,-1,2,-1,0,184,159,dark,white,light,"[6, 9, 3, 10, 5, 0, 7]","['면', '폴리에스터']","[1, 0]"
803, iron_do-with-cloth dry-clean_do-not hand-wash-jp wash_do iron_do dry_normal bleach_do-not wring-jp_do dry-kr_shadow,"[6, 17, 9, 23, 1, 28, 3, 10, 0]","['폴리에스터', '면']", 폴리에스터_40%|면_60%,수영복,2,0,원피스수영복,"[['#32becc', 0.95837736], ['#007a8e', 0.026410311], ['#2a5c6a', 0.015212339]]",['무지'],['스판덱스'],['null'],7,0,2,7,2,-1,0,2,50,190,204,light,dark,dark,"[6, 17, 9, 23, 1, 28, 3, 10, 0]","['폴리에스터', '면']","[0, 1]"
804, iron_do-with-cloth tumble-dry_do-not hand-wash-jp bleach_do-not,"[6, 5, 9, 3]","['면', '폴리에스터']", 면_90%|폴리에스터_10%,수영복,0,0,비키니상의,"[['#bebdbd', 0.55319524], ['#434854', 0.03575854], ['#9896a4', 0.019649496], ['#717388', 0.013984776], ['#232f36', 0.37741193]]",['무지'],['스판덱스'],['null'],1,0,1,6,0,-1,0,2,190,189,189,light,dark,dark,"[6, 5, 9, 3]","['면', '폴리에스터']","[1, 0]"
806, hand-wash-jp bleach_do-not wring-jp_do iron_do-not tumble-dry_do-not dry-kr_shadow,"[9, 3, 10, 21, 5, 0]","['나일론', '폴리우레탄']", 나일론_50%|폴리우레탄_50%,unknown,2,2,,['null'],['null'],['null'],['null'],6,0,6,0,2,-1,2,-1,-1,-1,-1,,dark,dark,"[9, 3, 10, 21, 5, 0]","['나일론', '폴리우레탄']","[4, 2]"
807, wash_do-not tumble-dry_do-not dry-clean_do-not iron_do-not,"[27, 5, 17, 21]",['면'], COTTON_100%,탑,2,2,탱크탑,"[['#c3babf', 0.72182286], ['#a8c0bb', 0.11055204], ['#ba69a1', 0.055635422], ['#c17fb5', 0.045428406], ['#9f7a93', 0.066561244]]",['레터링'],['면'],['null'],6,0,7,0,2,-1,2,-1,195,186,191,light,dark,dark,"[27, 5, 17, 21]",['면'],[1]
810, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['나일론', '면']", 나일론_8%|면_92%,셔츠,2,2,셔츠,"[['#d16f52', 0.4822948], ['#964f4c', 0.22618721], ['#77333b', 0.14122975], ['#29304e', 0.100878395], ['#432c47', 0.049409825]]",['그래픽'],['합성섬유'],"['단추', '패치워크']",7,0,7,0,2,-1,2,-1,209,111,82,light,dark,dark,"[6, 9, 3, 10, 0]","['나일론', '면']","[4, 1]"
811, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not wash-jp_do-not,"[6, 9, 16, 3, 22]","['폴리우레탄', '면']", 폴리우레탄_5%|면_95%,팬츠,2,2,스웨트팬츠,"[['#cf9f52', 0.9539206], ['#936b4f', 0.022652468], ['#633f33', 0.013359148], ['#292a2d', 0.010067764]]",['무지'],['면'],['포켓'],8,0,6,1,2,-1,2,0,207,159,82,light,white,light,"[6, 9, 16, 3, 22]","['폴리우레탄', '면']","[2, 1]"
812, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 9, 3, 10, 5, 0]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#d294aa', 0.77552223], ['#a4596d', 0.20888497], ['#2b2c30', 0.015592822]]",['무지'],['합성섬유'],"['후드', '스트랩']",4,0,4,7,0,-1,0,2,210,148,170,light,dark,dark,"[6, 9, 3, 10, 5, 0]",['폴리에스터'],[0]
813, dry-clean-kr_do-not iron_do dry-clean-kr_do bleach_do-not,"[7, 1, 2, 3]","['폴리에스터', '면', '폴리우레탄']", POLYESTER_68%|COTTON_27%|SPAN_5%,니트웨어,0,0,스웨터,"[['#c5b1a0', 0.87304455], ['#a4777e', 0.05475331], ['#c67fae', 0.038808662], ['#cc4385', 0.022262335], ['#532d3b', 0.011131167]]",['그래픽'],['니트'],['null'],4,0,1,6,0,-1,0,2,197,177,160,light,dark,dark,"[7, 1, 2, 3]","['폴리에스터', '면', '폴리우레탄']","[0, 1, 2]"
815, tumble-dry_do wash-jp_do iron_do bleach_do-not,"[19, 4, 1, 3]","['면', '면']", 면_100%|COTTON_100%,캐주얼상의,2,0,후드,"[['#b0b7be', 0.96048385], ['#58646d', 0.03951613]]",['스트라이프'],['면'],"['후드', '집업']",6,0,1,6,2,-1,0,2,176,183,190,light,dark,dark,"[19, 4, 1, 3]","['면', '면']","[1, 1]"
817, dry-clean_do iron_do-with-cloth wring-jp_do-not bleach_do-not dry-kr_shadow,"[11, 6, 16, 3, 0]",['폴리에스터'], 폴리에스텔_100%,팬츠,0,0,스웨트팬츠,"[['#303d3c', 1.0]]",['무지'],['면'],['단추'],3,0,3,8,0,-1,0,2,48,61,60,dark,white,light,"[11, 6, 16, 3, 0]",['폴리에스터'],[0]
820, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]","['폴리에스터', '폴리우레탄', '레이온']", 폴리에스터_60%|폴리우레탄_5%|레이온_35%,unknown,0,0,,['null'],['null'],['null'],['null'],3,11,3,8,0,3,0,2,-1,-1,-1,,white,light,"[6, 2, 9, 3, 0]","['폴리에스터', '폴리우레탄', '레이온']","[0, 2, 8]"
821, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄']", 폴리에스터_92%|폴리우레탄_8%,캐주얼상의,2,0,티셔츠,"[['#bbbcbc', 0.9170057], ['#da321c', 0.0642799], ['#79839b', 0.018714402]]",['무지'],['면'],['null'],8,0,3,8,2,-1,0,2,187,188,188,light,white,light,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄']","[0, 2]"
825, dry-clean_do-not wash_do iron_do tumble-dry_do bleach_do-not,"[17, 23, 1, 19, 3]",['면'], COTTON_100%,캐주얼상의,0,0,티셔츠,"[['#bebdbd', 0.94182307], ['#26262a', 0.058176935]]",['무지'],['면'],['단추'],4,0,4,7,0,-1,0,2,190,189,189,light,dark,dark,"[17, 23, 1, 19, 3]",['면'],[1]
826, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 5, 0, 7]","['폴리에스터', '면']", 폴리에스터_49%|면_51%,청바지,0,0,청바지,"[['#305679', 0.9822604], ['#2d3036', 0.017739575]]",['무지'],['데님'],['포켓'],1,6,1,6,0,2,0,2,48,86,121,dark,dark,dark,"[6, 9, 3, 10, 5, 0, 7]","['폴리에스터', '면']","[0, 1]"
828, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not wring-jp_do,"[6, 2, 9, 3, 10]","['폴리에스터', '면']", 폴리에스터_30%|면_70%,캐주얼상의,0,0,티셔츠,"[['#bfb9a3', 0.8972795], ['#a58d7f', 0.027897114], ['#26262a', 0.07482339]]",['그래픽'],['면'],['null'],2,0,2,7,0,-1,0,2,191,185,163,light,dark,dark,"[6, 2, 9, 3, 10]","['폴리에스터', '면']","[0, 1]"
829, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not flame-warn-kr,"[6, 9, 16, 3, 8]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,수영복,0,0,비키니상의,"[['#bebdbd', 0.9666138], ['#26262a', 0.03338617]]",['무지'],['스판덱스'],['null'],4,7,4,7,0,2,0,2,190,189,189,light,dark,dark,"[6, 9, 16, 3, 8]","['폴리에스터', '면']","[0, 1]"
830, iron_do-with-cloth dry-clean_do-not hand-wash-jp wash_do iron_do bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 17, 9, 23, 1, 3, 10, 5, 0]","['폴리우레탄', '면', '폴리우레탄', '폴리에스터', '면', '폴리에스터']", POLYURETHAN_5%|COTTON_60%|폴리우레탄_5%|POLYESTER_35%|면_60%|폴리에스터_35%,캐주얼상의,0,0,폴로셔츠,"[['#686d6c', 0.9581663], ['#363838', 0.04183371]]",['무지'],['면'],"['단추', '후드']",1,0,1,6,0,-1,0,2,104,109,108,dark,dark,dark,"[6, 17, 9, 23, 1, 3, 10, 5, 0]","['폴리우레탄', '면', '폴리우레탄', '폴리에스터', '면', '폴리에스터']","[2, 1, 2, 0, 1, 0]"
831, iron_do-with-cloth hand-wash-jp tumble-dry_do bleach_do-not dry-kr_shadow,"[6, 9, 19, 3, 0]","['면', '폴리에스터']", 면_100%|폴리에스터_100%,캐주얼상의,0,0,폴로셔츠,"[['#86a1a9', 0.98196393], ['#26262a', 0.018036073]]",['무지'],['면'],['null'],3,0,1,6,0,-1,0,2,134,161,169,light,white,light,"[6, 9, 19, 3, 0]","['면', '폴리에스터']","[1, 0]"
840, dry-clean_do-not hand-wash-jp wring-jp_do-not bleach_do-not hand-wash bleach-jp_do-not iron_do-not tumble-dry_do-not,"[17, 9, 16, 3, 25, 13, 21, 5]","['폴리에스터', '나일론', '나일론', '폴리에스터']", POLYESTER_100%|NYLON_100%|나일론_100%|폴리에스테르_100%,캐주얼상의,2,2,티셔츠,"[['#bebdbd', 0.40373227], ['#677283', 0.16669658], ['#92949b', 0.10730307], ['#26262a', 0.29463485], ['#745587', 0.014893236]]",['스트라이프'],['면'],['null'],6,0,6,0,2,-1,2,-1,190,189,189,light,dark,dark,"[17, 9, 16, 3, 25, 13, 21, 5]","['폴리에스터', '나일론', '나일론', '폴리에스터']","[0, 4, 4, 0]"
841, dry-kr_shadow iron_do-not hand-wash-jp bleach_do-not,"[0, 21, 9, 3]","['폴리에스터', '레이온', '폴리에스터', '폴리에스터', '폴리우레탄']", 폴리에스터_30%|레이온_70%|폴리에스터_100%|폴리에스터_92%|폴리우레탄_8%,캐주얼상의,2,2,티셔츠,"[['#bebdbd', 0.9754172], ['#9896a4', 0.012919433], ['#4d91c6', 0.011663377]]",['무지'],['면'],['null'],8,0,8,6,2,-1,2,2,190,189,189,light,white,light,"[0, 21, 9, 3]","['폴리에스터', '레이온', '폴리에스터', '폴리에스터', '폴리우레탄']","[0, 8, 0, 0, 2]"
842, bleach_do tumble-dry_do-not iron_do-with-cloth hand-wash-jp,"[18, 5, 6, 9]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#cec153', 0.8826185], ['#b19664', 0.11738149]]",['그래픽'],['저지'],['null'],1,0,1,6,0,-1,0,2,206,193,83,light,dark,dark,"[18, 5, 6, 9]",['면'],[1]
844, iron_do-with-cloth dry-clean_do-not hand-wash-jp wash_do iron_do bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 17, 9, 23, 1, 3, 10, 5, 0]","['면', '면']", 면_100%|COTTON_100%,팬츠,2,0,슬랙스,"[['#bebdbd', 0.9263141], ['#292a2d', 0.07368591]]",['무지'],['합성섬유'],['스티치'],6,0,1,6,2,-1,0,2,190,189,189,light,dark,dark,"[6, 17, 9, 23, 1, 3, 10, 5, 0]","['면', '면']","[1, 1]"
845, iron_do-with-cloth dry-clean-kr_do bleach_do-not wring-jp_do wash-jp_do dry-kr_shadow,"[6, 2, 3, 10, 4, 0]","['폴리에스터', '면']", 폴리에스테르_47%|면_53%,캐주얼상의,0,0,티셔츠,"[['#bbbcbc', 0.6967382], ['#677283', 0.19394651], ['#26262a', 0.10931531]]",['스트라이프'],['면'],['null'],1,9,1,9,0,3,0,3,187,188,188,light,dark,dark,"[6, 2, 3, 10, 4, 0]","['폴리에스터', '면']","[0, 1]"
847, tumble-dry_do wash-jp_do iron_do bleach_do-not,"[19, 4, 1, 3]","['면', '면']", 면_100%|COTTON_100%,재킷,3,2,싱글브레스티드재킷,"[['#888d82', 0.8666331], ['#5c5d5b', 0.07800704], ['#26262a', 0.05535984]]",['체크'],['합성섬유'],"['단추', '포켓', '포켓']",9,1,6,9,3,0,2,3,136,141,130,light,dark,dark,"[19, 4, 1, 3]","['면', '면']","[1, 1]"
848, wash_do-not dry-clean-kr_do iron_do-not bleach_do-not,"[27, 2, 21, 3]",['폴리에스터'], 폴리에스텔_100%,블라우스,3,2,블라우스,"[['#98a0a5', 0.9787156], ['#26262a', 0.021284403]]",['무지'],['합성섬유'],['셔링'],9,0,6,9,3,-1,2,3,152,160,165,light,dark,dark,"[27, 2, 21, 3]",['폴리에스터'],[0]
850, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]","['나일론', '폴리에스터', '레이온']", 나일론_24%|폴리에스터_100%|레이온_76%,캐주얼상의,3,3,티셔츠,"[['#84898c', 0.9629845], ['#26262a', 0.037015505]]",['무지'],['합성섬유'],['null'],9,0,9,0,3,-1,3,-1,132,137,140,light,dark,dark,"[6, 2, 9, 3, 0]","['나일론', '폴리에스터', '레이온']","[4, 0, 8]"
854, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리에스터', '마']", 폴리에스터_25%|마_75%,재킷,0,0,재킷,"[['#a2b6b9', 0.95663124], ['#5f7278', 0.043368775]]",['체크'],['면'],['null'],2,7,2,7,0,2,0,2,162,182,185,light,dark,dark,"[6, 9, 3, 10, 0]","['폴리에스터', '마']","[0, 7]"
855, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,셔츠,3,2,셔츠,"[['#d3b4ad', 0.8684501], ['#a4777e', 0.119415335], ['#705861', 0.012134584]]",['도트'],['합성섬유'],['단추'],9,0,6,9,3,-1,2,3,211,180,173,light,dark,dark,"[6, 0, 9, 3]",['면'],[1]
858, dry-kr_shadow wring-jp_do dry-clean-kr_do bleach_do-not,"[0, 10, 2, 3]",['모'], 울_100%,스커트,3,3,플레어스커트,"[['#bebdbd', 0.5086342], ['#717388', 0.06959707], ['#9c9ba7', 0.06750392], ['#26262a', 0.1681493], ['#464b65', 0.102564104]]",['플로럴'],['합성섬유'],['페플럼'],9,0,9,0,3,-1,3,-1,190,189,189,light,dark,dark,"[0, 10, 2, 3]",['모'],[6]
859, iron_do-with-cloth dry-clean-kr_do wring-jp_do-not wash_do-not bleach_do-not,"[6, 2, 16, 27, 3]","['폴리에스터', '레이온', '캐시미어', '모', '아크릴', '폴리에스터', '나일론']", 폴리에스터_100%|레이온_6%|캐시미어_12%|모_56%|아크릴_2%|폴리에스터_20%|나일론_4%,드레스,3,3,셔츠원피스,"[['#a3a9a6', 0.95132923], ['#3e4f5c', 0.037014317], ['#1b1a1b', 0.011656442]]",['무지'],['면'],['null'],10,0,10,0,3,-1,3,-1,163,169,166,light,dark,dark,"[6, 2, 16, 27, 3]","['폴리에스터', '레이온', '캐시미어', '모', '아크릴', '폴리에스터', '나일론']","[0, 8, 13, 6, 10, 0, 4]"
860, dry-kr_shadow iron_do dry-clean-kr_do bleach_do-not,"[0, 1, 2, 3]",['폴리에스터'], 폴리에스텔_100%,스커트,3,3,데님스커트,"[['#bebdbd', 1.0]]",['무지'],['면'],['스티치'],11,0,11,8,3,-1,3,2,190,189,189,light,white,light,"[0, 1, 2, 3]",['폴리에스터'],[0]
861, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['레이온', '폴리에스터', '아크릴', '폴리에스터']", 레이온_20%|폴리에스터_100%|아크릴_30%|폴리에스터_50%,스커트,3,3,플레어스커트,"[['#bebdbd', 0.9876923], ['#66676d', 0.012307692]]",['무지'],['합성섬유'],"['페플럼', '포켓']",11,0,12,11,3,-1,3,3,190,189,189,light,white,light,"[6, 2, 27, 3, 0]","['레이온', '폴리에스터', '아크릴', '폴리에스터']","[8, 0, 10, 0]"
867, iron_do-with-cloth dry-clean-kr_do wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 2, 16, 3, 0]","['폴리우레탄', '나일론', '면']", 스판_0%|나일론_0%|코튼_0%,스커트,3,3,플레어스커트,"[['#c79685', 0.9456488], ['#95424e', 0.0281821], ['#c1bcac', 0.026169093]]",['무지'],['면'],['포켓'],9,0,9,0,3,-1,3,-1,199,150,133,light,dark,dark,"[6, 2, 16, 3, 0]","['폴리우레탄', '나일론', '면']","[2, 4, 1]"
868, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,캐주얼상의,3,3,티셔츠,"[['#bebdbd', 1.0]]",['무지'],['면'],['null'],9,0,9,6,3,-1,3,2,190,189,189,light,dark,dark,"[6, 0, 9, 3]",['면'],[1]
869, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리우레탄', '폴리에스터', '폴리에스터', '폴리우레탄', '면', '면']", 폴리우레탄_4%|POLYESTER_100%|폴리에스텔_100%|SPANDEX_4%|COTTON_96%|면_96%,재킷,2,2,재킷,"[['#8c9fa1', 0.9670051], ['#26262a', 0.032994922]]",['무지'],['합성섬유'],"['집업', '포켓']",6,0,6,9,2,-1,2,3,140,159,161,light,dark,dark,"[6, 0, 9, 3]","['폴리우레탄', '폴리에스터', '폴리에스터', '폴리우레탄', '면', '면']","[2, 0, 0, 2, 1, 1]"
871, iron_do-with-cloth dry-kr_shadow wash_do bleach_do-not,"[6, 0, 23, 3]",['폴리에스터'], 폴리에스텔_100%,재킷,0,2,재킷,"[['#a2a2a1', 0.9444813], ['#66676d', 0.04357443], ['#434854', 0.01194426]]",['무지'],['합성섬유'],"['포켓', '포켓', '단추']",1,0,6,0,0,-1,2,-1,162,162,161,light,dark,dark,"[6, 0, 23, 3]",['폴리에스터'],[0]
872, wash_do iron_do dry_normal bleach_do-not,"[23, 1, 28, 3]",['폴리에스터'], POLYESTER_100%,블라우스,3,2,블라우스,"[['#bbbcbc', 0.2788257], ['#5f7278', 0.12409587], ['#436573', 0.3983832], ['#7c8c87', 0.12920153], ['#26262a', 0.06949369]]",['스트라이프'],['합성섬유'],['null'],9,0,6,9,3,-1,2,3,187,188,188,light,dark,dark,"[23, 1, 28, 3]",['폴리에스터'],[0]
876, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not,"[6, 2, 27, 3]",['폴리에스터'], 폴리에스테르_100%,드레스,3,3,슬립드레스,"[['#b9babd', 0.9857475], ['#807d7f', 0.014252473]]",['무지'],['합성섬유'],['null'],9,0,10,0,3,-1,3,-1,185,186,189,light,dark,dark,"[6, 2, 27, 3]",['폴리에스터'],[0]
879, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not,"[6, 2, 27, 3]",['폴리에스터'], 폴리에스테르_100%,드레스,3,3,셔츠원피스,"[['#aeb2b5', 0.97195715], ['#46515a', 0.028042844]]",['플로럴'],['합성섬유'],['셔링'],9,0,9,10,3,-1,3,3,174,178,181,light,dark,dark,"[6, 2, 27, 3]",['폴리에스터'],[0]
881, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]",['레이온'], 레이온_100%,점프수트,3,3,점프수트,"[['#b5bab6', 0.9811382], ['#66676d', 0.01886179]]",['무지'],['면'],['셔링'],10,0,9,0,3,-1,3,-1,181,186,182,light,dark,dark,"[6, 2, 27, 3, 0]",['레이온'],[8]
883, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not,"[6, 2, 27, 3]",['실크'], 견(SILK)_100%,드레스,3,3,오프숄더드레스,"[['#5a789a', 0.49738386], ['#305679', 0.46472174], ['#262c2a', 0.0378944]]",['도트'],['합성섬유'],['null'],10,0,10,12,3,-1,3,3,90,120,154,dark,dark,dark,"[6, 2, 27, 3]",['실크'],[15]
886, iron_do dry-clean-kr_do wash_do-not bleach_do-not,"[1, 2, 27, 3]","['폴리에스터', '나일론', '레이온']", polyester_100%|nylon_19%|rayon_81%,재킷,3,3,바람막이,"[['#464e4d', 0.79070944], ['#363838', 0.20929058]]",['무지'],['합성섬유'],['포켓'],10,0,10,7,3,-1,3,2,70,78,77,dark,dark,dark,"[1, 2, 27, 3]","['폴리에스터', '나일론', '레이온']","[0, 4, 8]"
887, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not wring-jp_do dry-kr_shadow,"[6, 2, 27, 3, 10, 0]","['레이온', '폴리에스터', '마', '아크릴']", 레이온_52%|폴리에스텔_7%|마_13%|아크릴_28%,캐주얼상의,3,3,티셔츠,"[['#bbbcbc', 0.9879429], ['#677283', 0.012057132]]",['무지'],['면'],['null'],12,0,12,0,3,-1,3,-1,187,188,188,light,idk,light,"[6, 2, 27, 3, 10, 0]","['레이온', '폴리에스터', '마', '아크릴']","[8, 0, 7, 10]"
889, iron_do-with-cloth hand-wash-jp flame-warn-kr wring-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 8, 10, 5, 0, 7]",['폴리에스터'], 폴리에스터_100%,팬츠,0,0,스웨트팬츠,"[['#c2beb6', 0.7740277], ['#91946e', 0.17612875], ['#cec153', 0.049843542]]",['플로럴'],['면'],['포켓'],2,7,2,7,0,2,0,2,194,190,182,light,dark,dark,"[6, 9, 8, 10, 5, 0, 7]",['폴리에스터'],[0]
890, dry-clean_do-not hand-wash-jp iron_do bleach_do-not hand-wash dry_shadow tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 9, 1, 3, 25, 14, 5, 0, 7]","['면', '면']", 면_100%|COTTON_100%,팬츠,0,0,스웨트팬츠,"[['#39505c', 1.0]]",['무지'],['면'],"['포켓', '턱디테일']",3,8,3,8,0,2,0,2,57,80,92,dark,white,light,"[17, 9, 1, 3, 25, 14, 5, 0, 7]","['면', '면']","[1, 1]"
891, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not,"[6, 2, 27, 3]",['폴리에스터'], 폴리에스테르_100%,캐주얼상의,3,3,티셔츠,"[['#9890a2', 0.24827586], ['#a9adc2', 0.23080459], ['#4e5368', 0.19126436], ['#6a6378', 0.18574713], ['#26262a', 0.14390804]]",['스트라이프'],['면'],"['후드', '스트랩']",9,0,9,0,3,-1,3,-1,152,144,162,light,dark,dark,"[6, 2, 27, 3]",['폴리에스터'],[0]
893, wash_do-perm-press iron_do-with-cloth dry-clean_do-not flame-warn-kr iron_do dry_normal bleach_do-not wet-clean_do wash-jp_do tumble-dry_do-not dry-kr_shadow wash_do-gentle dry-clean-kr_do-not,"[12, 6, 17, 8, 1, 28, 3, 35, 4, 5, 0, 24, 7]","['폴리에스터', '레이온', '면', '면', '면', '폴리에스터', '면', '레이온']", 폴리_17%|RAYON_25%|COTTON_100%|면_100%|면_58%|POLYESTER_17%|COTTON_58%|레이온_25%,캐주얼상의,0,0,티셔츠,"[['#1a4c8b', 0.9841696], ['#363838', 0.015830427]]",['무지'],['합성섬유'],['null'],2,0,2,7,0,-1,0,2,26,76,139,dark,dark,dark,"[12, 6, 17, 8, 1, 28, 3, 35, 4, 5, 0, 24, 7]","['폴리에스터', '레이온', '면', '면', '면', '폴리에스터', '면', '레이온']","[0, 8, 1, 1, 1, 0, 1, 8]"
895, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 9, 3, 10, 5, 0, 8]","['폴리우레탄', '나일론', '폴리에스터']", 폴리우레탄_16%|나일론_42%|폴리에스터_42%,블라우스,0,0,블라우스,"[['#232f36', 0.9406542], ['#5f7278', 0.049065422], ['#99aeae', 0.0102803735]]",['무지'],['합성섬유'],['플리츠'],2,0,2,7,0,-1,0,2,35,47,54,dark,dark,dark,"[6, 9, 3, 10, 5, 0, 8]","['폴리우레탄', '나일론', '폴리에스터']","[2, 4, 0]"
897, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리에스터', '폴리우레탄']", 폴리에스터_90%|폴리우레탄_10%,팬츠,0,0,스웨트팬츠,"[['#363838', 1.0]]",['무지'],['합성섬유'],"['포켓', '단추']",2,7,2,7,0,2,0,2,54,56,56,dark,dark,dark,"[6, 9, 3, 10, 0]","['폴리에스터', '폴리우레탄']","[0, 2]"
898, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do bleach_do-not,"[6, 0, 2, 3]","['레이온', '폴리에스터']", 레이온_40%|폴리에스텔_60%,캐주얼상의,3,3,티셔츠,"[['#223a5e', 0.35201794], ['#bbc1cc', 0.2132287], ['#9a9eb3', 0.12309417], ['#4e5e7f', 0.15762332], ['#717f9b', 0.12623319]]",['스트라이프'],['면'],['null'],12,0,12,0,3,-1,3,-1,34,58,94,dark,idk,dark,"[6, 0, 2, 3]","['레이온', '폴리에스터']","[8, 0]"
900, iron_do-with-cloth hand-wash-jp bleach_do dry-kr_shadow flame-warn-kr,"[6, 9, 18, 0, 8]","['폴리우레탄', '폴리에스터']", 스판_6%|폴리에스테르_94%,블라우스,0,0,블라우스,"[['#9c9ba7', 0.98126775], ['#26262a', 0.01873223]]",['도트'],['합성섬유'],['벨트'],2,7,2,7,0,2,0,2,156,155,167,light,dark,dark,"[6, 9, 18, 0, 8]","['폴리우레탄', '폴리에스터']","[2, 0]"
901, iron_do-with-cloth bleach_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 0, 7]",['면'], 면_100%,팬츠,0,0,레깅스,"[['#bbbcbc', 0.9846754], ['#717388', 0.015324603]]",['무지'],['합성섬유'],['슬릿'],1,9,1,6,0,3,0,2,187,188,188,light,dark,dark,"[6, 3, 4, 0, 7]",['면'],[1]
902, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 9, 3, 10, 5, 0]","['폴리우레탄', '면']", 폴리우레탄_5%|면_95%,캐주얼상의,0,0,티셔츠,"[['#a75d67', 0.75775385], ['#bdabbe', 0.19131571], ['#674550', 0.039177276], ['#272f38', 0.011753183]]",['레터링'],['저지'],['null'],3,8,1,6,0,2,0,2,167,93,103,dark,white,light,"[6, 9, 3, 10, 5, 0]","['폴리우레탄', '면']","[2, 1]"
903, dry-kr_shadow wash-jp_do dry-clean-kr_do-not bleach_do-not,"[0, 4, 7, 3]","['면', '폴리에스터']", 면_75%|폴리에스터_25%,캐주얼상의,0,0,티셔츠,"[['#bebdbd', 0.90519875], ['#81839a', 0.06116208], ['#3d5e8c', 0.018042814], ['#253668', 0.01559633]]",['레터링'],['면'],['null'],1,0,1,6,0,-1,0,2,190,189,189,light,dark,dark,"[0, 4, 7, 3]","['면', '폴리에스터']","[1, 0]"
